Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Iowa St.,Ohio St.,17.63,25.42,117.5,115.1,99.8,89.7,6.74,10.18,105.5,107.3,98.7,97.1,75,78,-7.790000000000003,-3,1
Arizona,Harvard,21.88,7.07,115.4,108.1,93.5,101.1,7.99,0.6,106.4,102.8,98.5,102.2,74,51,14.809999999999999,23,0
La Salle,Mississippi,13.89,16.95,111.8,112.3,98.0,95.3,5.67,3.19,105.8,103.4,100.1,100.2,76,74,-3.0599999999999987,2,0
North Carolina,Kansas,17.14,25.23,112.2,112.7,95.1,87.5,8.57,7.05,106.6,106.8,98.0,99.8,58,70,-8.09,-12,1
Florida Gulf Coast,San Diego St.,6.27,17.43,104.9,107.7,98.6,90.3,-2.79,7.65,101.3,106.6,104.1,98.9,81,71,-11.16,10,0
Florida,Minnesota,31.18,19.85,117.2,114.8,86.0,95.0,7.0,11.22,105.6,108.5,98.6,97.3,78,64,11.329999999999998,14,0
VCU,Michigan,20.28,27.86,114.0,121.9,93.7,94.0,5.09,11.13,105.8,108.2,100.7,97.0,53,78,-7.579999999999998,-25,1
Indiana,Temple,29.31,12.67,120.8,111.3,91.5,98.6,8.86,5.48,106.7,105.7,97.8,100.2,58,52,16.64,6,0
Miami FL,Illinois,22.37,15.82,113.6,110.6,91.3,94.8,8.41,10.84,107.7,108.1,99.3,97.3,63,59,6.550000000000001,4,0
Butler,Marquette,15.41,18.32,110.5,113.2,95.1,94.9,7.53,9.28,106.8,105.9,99.3,96.6,72,74,-2.91,-2,1
California,Syracuse,13.11,24.83,107.3,113.1,94.2,88.3,8.35,9.46,106.0,106.8,97.6,97.4,60,66,-11.719999999999999,-6,1
Louisville,Oregon,32.92,16.78,117.7,106.6,84.8,89.8,10.23,5.92,107.4,105.1,97.2,99.2,77,69,16.14,8,0
Michigan St.,Duke,24.17,26.98,112.6,119.1,88.5,92.1,11.91,9.95,108.8,108.4,96.9,98.5,61,71,-2.8099999999999987,-10,1
La Salle,Wichita St.,13.89,20.31,111.8,111.8,98.0,91.5,5.67,6.71,105.8,106.9,100.1,100.2,58,72,-6.419999999999998,-14,1
Arizona,Ohio St.,21.88,25.42,115.4,115.1,93.5,89.7,7.99,10.18,106.4,107.3,98.5,97.1,70,73,-3.5400000000000027,-3,1
Kansas,Michigan,25.23,27.86,112.7,121.9,87.5,94.0,7.05,11.13,106.8,108.2,99.8,97.0,85,87,-2.629999999999999,-2,1
Florida Gulf Coast,Florida,6.27,31.18,104.9,117.2,98.6,86.0,-2.79,7.0,101.3,105.6,104.1,98.6,50,62,-24.91,-12,1
Syracuse,Indiana,24.83,29.31,113.1,120.8,88.3,91.5,9.46,8.86,106.8,106.7,97.4,97.8,61,50,-4.48,11,0
Marquette,Miami FL,18.32,22.37,113.2,113.6,94.9,91.3,9.28,8.41,105.9,107.7,96.6,99.3,71,61,-4.050000000000001,10,0
Duke,Louisville,26.98,32.92,119.1,117.7,92.1,84.8,9.95,10.23,108.4,107.4,98.5,97.2,63,85,-5.940000000000001,-22,1
Ohio St.,Wichita St.,25.42,20.31,115.1,111.8,89.7,91.5,10.18,6.71,107.3,106.9,97.1,100.2,66,70,5.110000000000003,-4,1
Michigan,Florida,27.86,31.18,121.9,117.2,94.0,86.0,11.13,7.0,108.2,105.6,97.0,98.6,79,59,-3.3200000000000003,20,0
Marquette,Syracuse,18.32,24.83,113.2,113.1,94.9,88.3,9.28,9.46,105.9,106.8,96.6,97.4,39,55,-6.509999999999998,-16,1
Louisville,Wichita St.,32.92,20.31,117.7,111.8,84.8,91.5,10.23,6.71,107.4,106.9,97.2,100.2,72,68,12.610000000000003,4,0
Michigan,Syracuse,27.86,24.83,121.9,113.1,94.0,88.3,11.13,9.46,108.2,106.8,97.0,97.4,61,56,3.030000000000001,5,0
Michigan,Louisville,27.86,32.92,121.9,117.7,94.0,84.8,11.13,10.23,108.2,107.4,97.0,97.2,76,82,-5.060000000000002,-6,1
Albany,Florida,-1.04,28.57,102.9,116.5,103.9,88.0,-5.12,9.02,101.5,109.4,106.6,100.4,55,67,-29.61,-12,1
Eastern Kentucky,Kansas,3.96,24.6,112.4,119.3,108.4,94.7,-4.97,12.13,104.1,112.2,109.0,100.0,69,80,-20.64,-11,1
Syracuse,Western Michigan,21.62,3.36,114.6,106.3,93.0,103.0,7.23,-1.86,109.4,103.9,102.2,105.7,77,53,18.26,24,0
Tulsa,UCLA,8.93,22.53,106.1,118.7,97.2,96.1,0.57,7.63,104.9,109.1,104.3,101.5,59,76,-13.600000000000001,-17,1
Stephen F. Austin,VCU,10.83,19.8,112.3,109.2,101.5,89.4,-7.12,5.45,102.0,107.4,109.2,102.0,77,75,-8.97,2,0
Dayton,Ohio St.,14.25,21.3,113.8,109.3,99.6,88.0,6.25,7.8,107.7,109.2,101.4,101.4,60,59,-7.050000000000001,1,0
New Mexico,Stanford,17.15,16.06,113.5,112.4,96.3,96.4,4.83,9.42,107.7,110.2,102.9,100.7,53,58,1.0899999999999999,-5,1
Pittsburgh,Colorado,21.89,11.2,116.9,107.7,95.0,96.5,7.62,8.74,108.0,109.5,100.4,100.8,77,48,10.690000000000001,29,0
Virginia,Coastal Carolina,26.46,-4.98,114.8,98.2,88.3,103.2,8.67,-8.1,109.4,102.1,100.8,110.2,70,59,31.44,11,0
Villanova,Milwaukee,23.68,0.08,116.3,104.7,92.6,104.6,7.47,0.03,110.1,104.4,102.6,104.4,73,53,23.6,20,0
Iowa St.,North Carolina Central,21.07,7.98,118.9,108.6,97.8,100.7,10.77,-10.35,111.1,98.1,100.4,108.5,93,75,13.09,18,0
Michigan St.,Delaware,23.92,5.83,118.6,112.0,94.7,106.2,10.44,-0.68,110.2,105.2,99.7,105.9,93,78,18.090000000000003,15,0
Harvard,Cincinnati,17.58,19.24,112.9,109.7,95.3,90.4,0.13,4.72,104.5,107.3,104.3,102.6,61,57,-1.6600000000000001,4,0
North Carolina,Providence,18.44,13.81,112.6,114.6,94.2,100.8,8.83,8.35,110.5,109.2,101.6,100.8,79,77,4.630000000000001,2,0
Connecticut,Saint Joseph's,22.13,12.93,113.6,112.3,91.5,99.4,9.43,6.18,109.7,107.5,100.3,101.3,89,81,9.2,8,0
Memphis,George Washington,15.22,13.82,112.4,110.8,97.1,97.0,7.25,5.56,108.3,107.3,101.1,101.7,71,66,1.4000000000000004,5,0
Arizona,Weber St.,30.11,-0.62,116.5,106.4,86.4,107.0,9.3,-6.78,109.9,103.3,100.6,110.0,88,59,30.73,29,0
Wisconsin,American,25.89,4.57,122.0,103.4,96.1,98.9,11.44,-2.59,110.2,103.6,98.8,106.2,75,35,21.32,40,0
Creighton,Louisiana Lafayette,21.72,5.19,124.2,110.2,102.5,105.0,7.5,-0.57,108.5,105.0,101.0,105.6,76,66,16.529999999999998,10,0
San Diego St.,New Mexico St.,20.38,10.54,110.4,112.9,90.0,102.4,5.18,-3.64,108.0,103.0,102.8,106.7,73,69,9.84,4,0
North Dakota St.,Oklahoma,11.76,17.9,115.5,117.9,103.7,100.0,1.38,9.13,106.8,110.2,105.4,101.0,80,75,-6.139999999999999,5,0
Nebraska,Baylor,12.64,19.39,108.8,118.9,96.1,99.5,9.3,10.31,108.4,111.0,99.1,100.6,60,74,-6.75,-14,1
Oregon,BYU,19.02,13.77,118.9,114.5,99.9,100.7,7.39,6.59,109.1,109.6,101.8,103.0,87,68,5.25,19,0
Gonzaga,Oklahoma St.,20.14,20.98,114.0,115.9,93.8,95.0,5.05,9.06,109.0,109.9,103.9,100.8,85,77,-0.8399999999999999,8,0
Wichita St.,Cal Poly,25.36,-0.82,117.8,103.6,92.4,104.4,1.04,2.38,105.8,107.4,104.8,105.0,64,37,26.18,27,0
Wofford,Michigan,-1.94,23.44,100.6,123.9,102.6,100.5,-5.87,11.65,103.5,110.3,109.3,98.6,40,57,-25.380000000000003,-17,1
Mercer,Duke,8.34,24.25,110.8,124.7,102.4,100.4,-4.44,8.76,103.6,109.2,108.0,100.5,78,71,-15.91,7,0
Manhattan,Louisville,10.21,30.41,107.2,118.9,97.0,88.5,-0.2,4.31,105.6,107.0,105.8,102.7,64,71,-20.2,-7,1
North Carolina St.,Saint Louis,11.6,15.72,114.0,105.7,102.4,90.0,7.77,5.04,108.4,107.2,100.7,102.2,80,83,-4.120000000000001,-3,1
Massachusetts,Tennessee,13.46,23.69,110.0,117.9,96.5,94.2,7.33,8.12,108.0,108.9,100.6,100.8,67,86,-10.23,-19,1
Texas,Arizona St.,14.52,14.82,111.8,111.2,97.3,96.4,9.61,7.5,110.9,108.6,101.3,101.1,87,85,-0.3000000000000007,2,0
Kansas St.,Kentucky,14.1,22.55,107.8,118.3,93.7,95.8,8.17,10.73,110.5,110.5,102.3,99.8,49,56,-8.450000000000001,-7,1
Pittsburgh,Florida,21.89,28.57,116.9,116.5,95.0,88.0,7.62,9.02,108.0,109.4,100.4,100.4,45,61,-6.68,-16,1
Kansas,Stanford,24.6,16.06,119.3,112.4,94.7,96.4,12.13,9.42,112.2,110.2,100.0,100.7,57,60,8.540000000000003,-3,1
Syracuse,Dayton,21.62,14.25,114.6,113.8,93.0,99.6,7.23,6.25,109.4,107.7,102.2,101.4,53,55,7.370000000000001,-2,1
Stephen F. Austin,UCLA,10.83,22.53,112.3,118.7,101.5,96.1,-7.12,7.63,102.0,109.1,109.2,101.5,60,77,-11.700000000000001,-17,1
Virginia,Memphis,26.46,15.22,114.8,112.4,88.3,97.1,8.67,7.25,109.4,108.3,100.8,101.1,78,60,11.24,18,0
Connecticut,Villanova,22.13,23.68,113.6,116.3,91.5,92.6,9.43,7.47,109.7,110.1,100.3,102.6,77,65,-1.5500000000000007,12,0
Iowa St.,North Carolina,21.07,18.44,118.9,112.6,97.8,94.2,10.77,8.83,111.1,110.5,100.4,101.6,85,83,2.629999999999999,2,0
Harvard,Michigan St.,17.58,23.92,112.9,118.6,95.3,94.7,0.13,10.44,104.5,110.2,104.3,99.7,73,80,-6.340000000000003,-7,1
Arizona,Gonzaga,30.11,20.14,116.5,114.0,86.4,93.8,9.3,5.05,109.9,109.0,100.6,103.9,84,81,9.969999999999999,3,0
Oregon,Wisconsin,19.02,25.89,118.9,122.0,99.9,96.1,7.39,11.44,109.1,110.2,101.8,98.8,77,85,-6.870000000000001,-8,1
Creighton,Baylor,21.72,19.39,124.2,118.9,102.5,99.5,7.5,10.31,108.5,111.0,101.0,100.6,55,85,2.3299999999999983,-30,1
San Diego St.,North Dakota St.,20.38,11.76,110.4,115.5,90.0,103.7,5.18,1.38,108.0,106.8,102.8,105.4,63,44,8.62,19,0
Kentucky,Wichita St.,22.55,25.36,118.3,117.8,95.8,92.4,10.73,1.04,110.5,105.8,99.8,104.8,78,76,-2.8099999999999987,2,0
Texas,Michigan,14.52,23.44,111.8,123.9,97.3,100.5,9.61,11.65,110.9,110.3,101.3,98.6,65,79,-8.920000000000002,-14,1
Mercer,Tennessee,8.34,23.69,110.8,117.9,102.4,94.2,-4.44,8.12,103.6,108.9,108.0,100.8,63,83,-15.350000000000001,-20,1
Louisville,Saint Louis,30.41,15.72,118.9,105.7,88.5,90.0,4.31,5.04,107.0,107.2,102.7,102.2,66,51,14.69,15,0
Florida,UCLA,28.57,22.53,116.5,118.7,88.0,96.1,9.02,7.63,109.4,109.1,100.4,101.5,79,68,6.039999999999999,11,0
Stanford,Dayton,16.06,14.25,112.4,113.8,96.4,99.6,9.42,6.25,110.2,107.7,100.7,101.4,72,82,1.8099999999999987,-10,1
Michigan St.,Virginia,23.92,26.46,118.6,114.8,94.7,88.3,10.44,8.67,110.2,109.4,99.7,100.8,61,59,-2.539999999999999,2,0
Iowa St.,Connecticut,21.07,22.13,118.9,113.6,97.8,91.5,10.77,9.43,111.1,109.7,100.4,100.3,76,81,-1.0599999999999987,-5,1
Arizona,San Diego St.,30.11,20.38,116.5,110.4,86.4,90.0,9.3,5.18,109.9,108.0,100.6,102.8,70,64,9.73,6,0
Wisconsin,Baylor,25.89,19.39,122.0,118.9,96.1,99.5,11.44,10.31,110.2,111.0,98.8,100.6,69,52,6.5,17,0
Kentucky,Louisville,22.55,30.41,118.3,118.9,95.8,88.5,10.73,4.31,110.5,107.0,99.8,102.7,74,69,-7.859999999999999,5,0
Michigan,Tennessee,23.44,23.69,123.9,117.9,100.5,94.2,11.65,8.12,110.3,108.9,98.6,100.8,73,71,-0.25,2,0
Florida,Dayton,28.57,14.25,116.5,113.8,88.0,99.6,9.02,6.25,109.4,107.7,100.4,101.4,62,52,14.32,10,0
Connecticut,Michigan St.,22.13,23.92,113.6,118.6,91.5,94.7,9.43,10.44,109.7,110.2,100.3,99.7,60,54,-1.7900000000000027,6,0
Wisconsin,Arizona,25.89,30.11,122.0,116.5,96.1,86.4,11.44,9.3,110.2,109.9,98.8,100.6,64,63,-4.219999999999999,1,0
Michigan,Kentucky,23.44,22.55,123.9,118.3,100.5,95.8,11.65,10.73,110.3,110.5,98.6,99.8,72,75,0.8900000000000006,-3,1
Florida,Connecticut,28.57,22.13,116.5,113.6,88.0,91.5,9.02,9.43,109.4,109.7,100.4,100.3,53,63,6.440000000000001,-10,1
Kentucky,Wisconsin,22.55,25.89,118.3,122.0,95.8,96.1,10.73,11.44,110.5,110.2,99.8,98.8,74,73,-3.34,1,0
Connecticut,Kentucky,22.13,22.55,113.6,118.3,91.5,95.8,9.43,10.73,109.7,110.5,100.3,99.8,60,54,-0.4200000000000017,6,0
Hampton,Kentucky,-7.4,36.91,96.6,121.3,104.0,84.4,-7.48,8.58,99.5,108.7,106.9,100.1,56,79,-44.309999999999995,-23,1
Kansas,New Mexico St.,22.72,6.63,114.5,107.4,91.8,100.8,13.17,-5.37,110.6,101.1,97.4,106.5,75,56,16.09,19,0
Northeastern,Notre Dame,5.12,24.96,108.3,125.4,103.1,100.4,-1.29,7.59,104.5,107.7,105.7,100.1,65,69,-19.84,-4,1
Valparaiso,Maryland,11.13,15.68,107.4,111.3,96.3,95.7,-2.06,7.15,104.2,108.3,106.3,101.1,62,65,-4.549999999999999,-3,1
West Virginia,Buffalo,17.64,11.87,112.6,111.3,94.9,99.4,9.56,1.83,108.9,106.0,99.3,104.2,68,62,5.770000000000001,6,0
Texas,Butler,18.94,20.09,112.4,110.2,93.4,90.1,9.52,9.72,108.3,110.6,98.8,100.9,48,56,-1.1499999999999986,-8,1
Indiana,Wichita St.,13.83,22.21,119.8,115.8,106.0,93.6,6.92,3.24,107.8,105.5,100.9,102.3,76,81,-8.38,-5,1
Cincinnati,Purdue,14.15,13.96,108.2,110.9,94.0,97.0,3.39,7.45,104.9,109.0,101.5,101.6,66,65,0.1899999999999995,1,0
Wisconsin,Coastal Carolina,33.72,2.38,129.0,106.7,95.2,104.3,11.03,-6.45,109.8,102.2,98.8,108.6,86,72,31.34,14,0
Arizona,Texas Southern,32.36,-3.84,119.9,104.1,87.5,107.9,7.37,-6.74,108.3,100.0,100.9,106.8,93,72,36.2,21,0
Baylor,Georgia St.,22.14,10.32,116.6,111.6,94.5,101.3,10.22,-1.47,108.9,102.4,98.7,103.9,56,57,11.82,-1,1
Harvard,North Carolina,9.23,23.85,104.8,119.1,95.6,95.3,-0.18,12.76,104.3,111.1,104.5,98.3,65,67,-14.620000000000001,-2,1
Wofford,Arkansas,6.72,16.44,105.2,114.7,98.5,98.3,-3.98,6.09,104.0,107.2,108.0,101.1,53,56,-9.720000000000002,-3,1
Xavier,Mississippi,19.49,13.88,116.6,114.5,97.1,100.6,10.29,7.1,109.5,107.3,99.2,100.2,76,57,5.609999999999998,19,0
VCU,Ohio St.,16.27,20.75,111.1,115.6,94.9,94.8,6.65,6.76,107.9,108.1,101.2,101.4,72,75,-4.48,-3,1
Oregon,Oklahoma St.,13.88,14.92,115.2,111.8,101.3,96.8,7.28,10.42,108.4,108.2,101.1,97.8,79,73,-1.0399999999999991,6,0
Villanova,Lafayette,30.65,-2.14,122.7,112.9,92.0,115.1,7.67,-4.01,108.2,103.0,100.6,107.0,93,52,32.79,41,0
Virginia,Belmont,30.06,2.27,115.6,110.2,85.5,107.9,8.21,-3.33,108.5,102.4,100.3,105.7,79,67,27.79,12,0
Albany,Oklahoma,3.29,22.8,107.2,112.5,103.9,89.7,-5.5,11.0,100.4,110.2,105.9,99.2,60,69,-19.51,-9,1
Louisville,UC Irvine,21.21,7.09,110.2,106.3,88.9,99.2,9.69,0.9,109.5,104.7,99.8,103.8,57,55,14.120000000000001,2,0
Wyoming,Northern Iowa,5.67,20.98,104.8,116.3,99.1,95.3,-1.04,1.42,103.0,104.4,104.1,103.0,54,71,-15.31,-17,1
Dayton,Providence,14.24,16.72,109.2,112.6,95.0,95.9,3.39,10.26,105.4,109.7,102.0,99.4,66,53,-2.4799999999999986,13,0
Georgia,Michigan St.,15.09,21.72,109.6,116.6,94.5,94.9,8.73,10.49,108.6,110.3,99.9,99.8,63,70,-6.629999999999999,-7,1
North Carolina St.,LSU,15.93,13.76,114.9,108.9,98.9,95.1,9.84,5.09,109.3,106.2,99.5,101.2,66,65,2.17,1,0
Robert Morris,Duke,-1.39,32.48,103.1,124.5,104.5,92.0,-4.59,11.17,102.7,110.7,107.3,99.5,56,85,-33.87,-29,1
North Dakota St.,Gonzaga,1.41,27.78,103.8,121.7,102.4,93.9,-4.21,4.37,102.9,107.3,107.1,102.9,76,86,-26.37,-10,1
UAB,Iowa St.,3.06,21.49,104.9,119.0,101.9,97.5,0.29,10.59,103.9,109.0,103.6,98.5,60,59,-18.43,1,0
Georgetown,Eastern Washington,19.13,3.25,114.3,112.9,95.1,109.6,10.23,-3.75,110.5,104.2,100.3,108.0,84,74,15.879999999999999,10,0
Utah,Stephen F. Austin,27.24,13.64,116.4,113.9,89.2,100.3,8.19,-5.56,108.8,102.2,100.6,107.7,57,50,13.599999999999998,7,0
SMU,UCLA,17.51,14.65,113.1,112.9,95.6,98.2,2.52,8.4,105.3,107.9,102.8,99.5,59,60,2.860000000000001,-1,1
Davidson,Iowa,15.0,19.02,119.7,114.2,104.7,95.1,3.16,8.58,105.3,108.9,102.2,100.4,52,83,-4.02,-31,1
St. John's,San Diego St.,13.7,15.95,110.7,104.9,97.0,89.0,8.72,3.63,109.0,106.1,100.3,102.5,64,76,-2.25,-12,1
Cincinnati,Kentucky,14.15,36.91,108.2,121.3,94.0,84.4,3.39,8.58,104.9,108.7,101.5,100.1,51,64,-22.759999999999998,-13,1
Wichita St.,Kansas,22.21,22.72,115.8,114.5,93.6,91.8,3.24,13.17,105.5,110.6,102.3,97.4,78,65,-0.509999999999998,13,0
Butler,Notre Dame,20.09,24.96,110.2,125.4,90.1,100.4,9.72,7.59,110.6,107.7,100.9,100.1,64,67,-4.870000000000001,-3,1
Maryland,West Virginia,15.68,17.64,111.3,112.6,95.7,94.9,7.15,9.56,108.3,108.9,101.1,99.3,59,69,-1.9600000000000009,-10,1
Wisconsin,Oregon,33.72,13.88,129.0,115.2,95.2,101.3,11.03,7.28,109.8,108.4,98.8,101.1,72,65,19.839999999999996,7,0
Ohio St.,Arizona,20.75,32.36,115.6,119.9,94.8,87.5,6.76,7.37,108.1,108.3,101.4,100.9,58,73,-11.61,-15,1
Georgia St.,Xavier,10.32,19.49,111.6,116.6,101.3,97.1,-1.47,10.29,102.4,109.5,103.9,99.2,67,75,-9.169999999999998,-8,1
Arkansas,North Carolina,16.44,23.85,114.7,119.1,98.3,95.3,6.09,12.76,107.2,111.1,101.1,98.3,78,87,-7.41,-9,1
North Carolina St.,Villanova,15.93,30.65,114.9,122.7,98.9,92.0,9.84,7.67,109.3,108.2,99.5,100.6,71,68,-14.719999999999999,3,0
Michigan St.,Virginia,21.72,30.06,116.6,115.6,94.9,85.5,10.49,8.21,110.3,108.5,99.8,100.3,60,54,-8.34,6,0
Dayton,Oklahoma,14.24,22.8,109.2,112.5,95.0,89.7,3.39,11.0,105.4,110.2,102.0,99.2,66,72,-8.56,-6,1
Louisville,Northern Iowa,21.21,20.98,110.2,116.3,88.9,95.3,9.69,1.42,109.5,104.4,99.8,103.0,66,53,0.23000000000000043,13,0
San Diego St.,Duke,15.95,32.48,104.9,124.5,89.0,92.0,3.63,11.17,106.1,110.7,102.5,99.5,49,68,-16.529999999999998,-19,1
Iowa,Gonzaga,19.02,27.78,114.2,121.7,95.1,93.9,8.58,4.37,108.9,107.3,100.4,102.9,68,87,-8.760000000000002,-19,1
UAB,UCLA,3.06,14.65,104.9,112.9,101.9,98.2,0.29,8.4,103.9,107.9,103.6,99.5,75,92,-11.59,-17,1
Georgetown,Utah,19.13,27.24,114.3,116.4,95.1,89.2,10.23,8.19,110.5,108.8,100.3,100.6,64,75,-8.11,-11,1
Kentucky,West Virginia,36.91,17.64,121.3,112.6,84.4,94.9,8.58,9.56,108.7,108.9,100.1,99.3,78,39,19.269999999999996,39,0
Notre Dame,Wichita St.,24.96,22.21,125.4,115.8,100.4,93.6,7.59,3.24,107.7,105.5,100.1,102.3,81,70,2.75,11,0
North Carolina,Wisconsin,23.85,33.72,119.1,129.0,95.3,95.2,12.76,11.03,111.1,109.8,98.3,98.8,72,79,-9.869999999999997,-7,1
Xavier,Arizona,19.49,32.36,116.6,119.9,97.1,87.5,10.29,7.37,109.5,108.3,99.2,100.9,60,68,-12.870000000000001,-8,1
Louisville,North Carolina St.,21.21,15.93,110.2,114.9,88.9,98.9,9.69,9.84,109.5,109.3,99.8,99.5,75,65,5.280000000000001,10,0
Oklahoma,Michigan St.,22.8,21.72,112.5,116.6,89.7,94.9,11.0,10.49,110.2,110.3,99.2,99.8,58,62,1.0800000000000018,-4,1
Duke,Utah,32.48,27.24,124.5,116.4,92.0,89.2,11.17,8.19,110.7,108.8,99.5,100.6,63,57,5.239999999999998,6,0
Gonzaga,UCLA,27.78,14.65,121.7,112.9,93.9,98.2,4.37,8.4,107.3,107.9,102.9,99.5,74,62,13.13,12,0
Notre Dame,Kentucky,24.96,36.91,125.4,121.3,100.4,84.4,7.59,8.58,107.7,108.7,100.1,100.1,66,68,-11.949999999999996,-2,1
Arizona,Wisconsin,32.36,33.72,119.9,129.0,87.5,95.2,7.37,11.03,108.3,109.8,100.9,98.8,78,85,-1.3599999999999994,-7,1
Louisville,Michigan St.,21.21,21.72,110.2,116.6,88.9,94.9,9.69,10.49,109.5,110.3,99.8,99.8,70,76,-0.509999999999998,-6,1
Gonzaga,Duke,27.78,32.48,121.7,124.5,93.9,92.0,4.37,11.17,107.3,110.7,102.9,99.5,52,66,-4.699999999999996,-14,1
Wisconsin,Kentucky,33.72,36.91,129.0,121.3,95.2,84.4,11.03,8.58,109.8,108.7,98.8,100.1,71,64,-3.1899999999999977,7,0
Michigan St.,Duke,21.72,32.48,116.6,124.5,94.9,92.0,10.49,11.17,110.3,110.7,99.8,99.5,61,81,-10.759999999999998,-20,1
Duke,Wisconsin,32.48,33.72,124.5,129.0,92.0,95.2,11.17,11.03,110.7,109.8,99.5,98.8,68,63,-1.240000000000002,5,0
Kansas,Austin Peay,29.67,-5.1,120.0,104.5,90.4,109.6,12.61,-2.92,111.4,105.1,98.8,108.0,105,79,34.77,26,0
Villanova,UNC Asheville,32.01,3.44,122.8,103.6,90.8,100.1,10.74,-4.12,110.5,103.4,99.7,107.5,86,56,28.569999999999997,30,0
Buffalo,Miami FL,2.95,22.44,105.9,119.4,102.9,96.9,0.97,11.67,106.5,111.6,105.6,99.9,72,79,-19.490000000000002,-7,1
Hawaii,California,12.16,18.32,108.2,112.5,96.1,94.2,-2.32,7.65,102.5,109.4,104.9,101.8,77,66,-6.16,11,0
Maryland,South Dakota St.,20.25,9.57,116.2,111.4,95.9,101.8,8.6,-0.23,109.2,104.6,100.6,104.8,79,74,10.68,5,0
Wichita St.,Arizona,22.53,20.97,111.3,116.8,88.7,95.8,3.61,6.66,104.8,107.9,101.2,101.3,65,55,1.5600000000000023,10,0
Temple,Iowa,8.82,20.24,107.0,116.1,98.1,95.9,6.33,9.12,107.8,110.2,101.5,101.1,70,72,-11.419999999999998,-2,1
Connecticut,Colorado,18.71,12.91,111.9,108.8,93.2,95.9,6.17,7.51,107.6,109.5,101.4,102.0,74,67,5.800000000000001,7,0
Oregon,Holy Cross,22.68,-11.39,119.1,97.1,96.4,108.5,9.06,-6.09,109.0,101.9,100.0,108.0,91,52,34.07,39,0
Cal St. Bakersfield,Oklahoma,6.26,23.78,104.0,117.9,97.8,94.1,-6.5,13.05,100.6,111.5,107.1,98.5,68,82,-17.520000000000003,-14,1
Texas A&M,Green Bay,21.26,3.74,113.8,108.3,92.5,104.6,8.48,0.11,109.6,104.4,101.1,104.3,92,65,17.520000000000003,27,0
UNC Wilmington,Duke,9.21,21.87,110.7,121.9,101.5,100.0,0.85,11.23,105.7,112.0,104.9,100.7,85,93,-12.66,-8,1
Baylor,Yale,19.06,14.33,118.9,110.4,99.8,96.0,11.21,-0.85,109.7,105.5,98.4,106.4,75,79,4.729999999999999,-4,1
Northern Iowa,Texas,11.13,16.19,109.6,113.0,98.5,96.8,4.8,12.54,106.1,111.5,101.3,99.0,75,72,-5.0600000000000005,3,0
VCU,Oregon St.,17.07,11.65,112.1,110.7,95.0,99.1,3.82,9.61,107.3,109.8,103.5,100.2,75,67,5.42,8,0
Cincinnati,Saint Joseph's,17.06,15.37,111.2,114.3,94.1,98.9,5.2,4.66,107.3,107.0,102.1,102.3,76,78,1.6899999999999995,-2,1
Florida Gulf Coast,North Carolina,-0.08,29.82,103.6,124.4,103.7,94.6,-5.83,11.45,104.1,111.7,110.0,100.2,67,83,-29.9,-16,1
Weber St.,Xavier,2.45,22.52,103.4,117.1,100.9,94.6,-5.67,8.16,103.3,108.2,109.0,100.0,53,71,-20.07,-18,1
West Virginia,Stephen F. Austin,24.45,15.62,115.3,112.2,90.9,96.6,11.24,-5.88,110.9,102.7,99.6,108.6,56,70,8.83,-14,1
Stony Brook,Kentucky,8.13,25.14,107.3,121.8,99.1,96.6,-5.6,8.37,103.3,108.6,108.9,100.3,57,85,-17.009999999999998,-28,1
Chattanooga,Indiana,6.5,23.05,107.5,121.7,101.0,98.7,-3.18,6.4,104.4,108.8,107.6,102.4,74,99,-16.55,-25,1
Notre Dame,Michigan,16.6,14.15,120.6,114.6,104.0,100.5,10.75,8.96,111.3,110.1,100.5,101.1,70,63,2.450000000000001,7,0
Pittsburgh,Wisconsin,16.6,16.55,114.9,110.1,98.3,93.6,9.06,9.57,110.8,110.3,101.7,100.7,43,47,0.05000000000000071,-4,1
Providence,USC,14.49,14.25,110.0,113.9,95.5,99.7,8.93,7.61,109.5,108.7,100.6,101.1,70,69,0.2400000000000002,1,0
Virginia,Hampton,29.64,-7.4,120.6,99.8,91.0,107.2,12.67,-9.75,112.1,98.9,99.5,108.7,81,45,37.04,36,0
Middle Tennessee,Michigan St.,4.76,27.97,104.6,123.4,99.9,95.5,-0.58,7.19,105.5,107.5,106.1,100.3,90,81,-23.21,9,0
Utah,Fresno St.,16.79,6.63,115.6,107.4,98.8,100.8,9.79,1.65,109.8,105.3,100.0,103.7,80,69,10.16,11,0
Iona,Iowa St.,7.13,20.95,110.5,121.2,103.4,100.3,-1.78,12.05,103.7,110.2,105.5,98.1,81,94,-13.82,-13,1
Arkansas Little Rock,Purdue,13.24,23.85,109.2,116.9,96.0,93.1,-0.77,7.43,104.2,109.1,104.9,101.7,85,83,-10.610000000000001,2,0
Seton Hall,Gonzaga,18.27,20.82,111.1,116.3,92.9,95.5,8.55,3.51,108.5,107.3,100.0,103.8,52,68,-2.5500000000000007,-16,1
Dayton,Syracuse,12.63,18.57,106.6,112.7,94.0,94.1,3.89,10.21,107.3,110.9,103.4,100.7,51,70,-5.9399999999999995,-19,1
