Rk,Team,Conf,W-L,AdjEM,AdjO,AdjO2,AdjD,AdjD2,AdjT,AdjT2,Luck,Luck2,Strength of Schedule AdjEM,Strength of Schedule AdjEM2,Strength of Schedule OppO,Strength of Schedule OppO2,Strength of Schedule OppD,Strength of Schedule OppD2,NCSOS AdjEM,NCSOS AdjEM2,Seed,Year,BPI Off,BPI Def,BPI,Elo
30,Oklahoma,B12,23-10,17.9,117.9,16,100.0,82,69.6,17,-0.022000000000000002,232,9.13,20,110.2,16,101.0,38,0.5,147,5,2014,11.4,-1.9,9.5,1661.722692
32,Harvard,Ivy,27-5,17.58,112.9,47,95.3,27,64.1,211,0.02,131,0.13,146,104.5,170,104.3,125,0.98,130,12,2014,4.6,7.2,11.8,1704.809142
33,New Mexico,MWC,27-7,17.15,113.5,41,96.3,39,64.4,191,0.032,106,4.83,88,107.7,78,102.9,97,3.24,69,7,2014,5.8,3.3,9.1,1693.587214
34,Stanford,P12,23-13,16.06,112.4,54,96.4,40,65.3,147,0.016,144,9.42,14,110.2,17,100.7,25,2.34,97,10,2014,4.5,3.0,7.4,1610.510408
35,Saint Louis,A10,27-7,15.72,105.7,168,90.0,8,65.6,124,0.04,88,5.04,85,107.2,96,102.2,75,-1.5,206,5,2014,1.0,8.9,9.9,1709.797973
36,Memphis,Amer,24-10,15.22,112.4,56,97.1,50,67.5,53,0.048,73,7.25,54,108.3,63,101.1,39,0.02,160,8,2014,7.3,2.7,10.0,1661.834519
39,Arizona St.,P12,21-12,14.82,111.2,67,96.4,41,67.4,58,0.003,180,7.5,47,108.6,53,101.1,41,-2.6,234,10,2014,7.6,2.4,10.1,1615.547287
41,Texas,B12,24-11,14.52,111.8,61,97.3,53,66.8,70,0.092,14,9.61,10,110.9,4,101.3,46,-1.74,213,7,2014,5.0,3.3,8.3,1649.5737789999996
42,Dayton,A10,26-11,14.25,113.8,37,99.6,72,63.8,223,0.038,93,6.25,63,107.7,79,101.4,51,-0.57,178,11,2014,4.5,4.1,8.6,1645.237294
45,Kansas St.,B12,20-13,14.1,107.8,125,93.7,16,63.3,247,0.001,185,8.17,35,110.5,8,102.3,81,-4.06,285,9,2014,0.4,8.0,8.4,1594.699135
47,George Washington,A10,24-9,13.82,110.8,74,97.0,47,65.3,144,0.055999999999999994,61,5.56,74,107.3,95,101.7,61,-0.08,162,9,2014,3.9,5.2,9.1,1664.091801
48,Providence,BE,23-12,13.81,114.6,30,100.8,94,62.9,264,0.051,69,8.35,31,109.2,35,100.8,32,0.81,139,11,2014,6.2,2.7,8.8,1616.177271
49,BYU,WCC,23-12,13.77,114.5,31,100.7,93,70.8,6,-0.004,194,6.59,60,109.6,26,103.0,98,8.43,17,10,2014,10.8,-3.2,7.6,1615.377477
50,Massachusetts,A10,24-9,13.46,110.0,91,96.5,43,70.3,11,0.065,40,7.33,52,108.0,71,100.6,19,5.53,40,6,2014,7.6,1.5,9.1,1690.9830579999998
52,Xavier,BE,21-13,13.11,112.9,46,99.8,76,64.2,202,0.017,139,7.89,37,109.1,38,101.2,44,0.41,149,12,2014,5.1,4.5,9.6,1610.299178
55,Saint Joseph's,A10,24-10,12.93,112.3,57,99.4,68,64.3,198,0.079,25,6.18,64,107.5,85,101.3,45,0.17,156,10,2014,3.8,3.6,7.4,1619.738159
56,Nebraska,B10,19-13,12.64,108.8,111,96.1,36,64.7,170,0.047,77,9.3,18,108.4,61,99.1,3,-1.95,217,11,2014,0.5,5.2,5.7,1574.636535
61,North Dakota St.,Sum,26-7,11.76,115.5,25,103.7,144,62.3,292,0.08900000000000001,17,1.38,121,106.8,105,105.4,173,5.32,44,12,2014,4.9,4.3,9.2,1661.045874
62,North Carolina St.,ACC,22-14,11.6,114.0,34,102.4,121,64.7,172,0.065,39,7.77,40,108.4,60,100.7,21,-4.31,289,12,2014,4.7,1.5,6.2,1598.633145
67,Colorado,P12,23-12,11.2,107.7,129,96.5,42,64.8,167,0.12,3,8.74,26,109.5,27,100.8,26,1.71,110,8,2014,2.5,4.2,6.7,1646.218171
70,Stephen F. Austin,Slnd,32-3,10.83,112.3,58,101.5,105,61.2,323,0.073,33,-7.12,309,102.0,298,109.2,316,-4.19,286,12,2014,0.6,4.8,5.5,1735.331977
72,New Mexico St.,WAC,26-10,10.54,112.9,45,102.4,117,65.2,148,-0.03,246,-3.64,234,103.0,258,106.7,225,2.6,88,13,2014,5.1,1.9,7.0,1638.313359
74,Manhattan,MAAC,25-8,10.21,107.2,134,97.0,46,67.7,46,-0.008,202,-0.2,152,105.6,128,105.8,191,3.46,65,13,2014,5.0,1.9,6.9,1648.525452
82,Tulsa,CUSA,21-13,8.93,106.1,159,97.2,51,66.8,72,-0.023,234,0.57,136,104.9,154,104.3,124,2.81,82,13,2014,1.8,2.4,4.2,1535.952782
87,Mercer,ASun,27-9,8.34,110.8,75,102.4,119,63.6,233,0.022000000000000002,130,-4.44,248,103.6,216,108.0,279,4.65,56,14,2014,4.6,2.2,6.9,1640.563752
92,North Carolina Central,MEAC,28-6,7.98,108.6,114,100.7,92,62.3,293,0.04,87,-10.35,347,98.1,349,108.5,289,-1.94,216,14,2014,0.5,6.4,6.9,1670.567374
106,Delaware,CAA,25-10,5.83,112.0,60,106.2,192,70.4,10,0.064,41,-0.68,163,105.2,146,105.9,199,2.88,80,13,2014,8.6,-4.5,4.1,1603.35717
113,Louisiana Lafayette,SB,23-12,5.19,110.2,89,105.0,167,68.5,31,0.038,91,-0.57,161,105.0,150,105.6,181,4.65,55,14,2014,1.1,-6.3,-5.2,1400.565098
120,American,Pat,20-13,4.57,103.4,206,98.9,61,59.7,343,0.006999999999999999,165,-2.59,208,103.6,218,106.2,210,-0.1,163,15,2014,-6.7,8.3,1.6,1525.933216
125,Eastern Kentucky,OVC,24-10,3.96,112.4,55,108.4,235,64.2,203,0.036000000000000004,96,-4.97,268,104.1,189,109.0,314,-5.04,304,15,2014,4.3,-0.3,4.0,1618.329292
131,Western Michigan,MAC,23-10,3.36,106.3,152,103.0,130,65.2,151,0.098,10,-1.86,188,103.9,202,105.7,187,-3.25,261,14,2014,1.2,1.6,2.8,1593.715071
168,Milwaukee,Horz,21-14,0.08,104.7,188,104.6,164,65.8,115,0.11900000000000001,4,0.03,150,104.4,173,104.4,128,-2.92,247,15,2014,0.8,-0.3,0.5,1562.789046
172,Weber St.,BSky,19-12,-0.62,106.4,149,107.0,213,62.9,263,-0.009000000000000001,203,-6.78,304,103.3,238,110.0,338,6.69,30,16,2014,0.1,2.4,2.4,1545.875219
176,Cal Poly,BW,14-20,-0.82,103.6,202,104.4,159,58.8,347,-0.044000000000000004,276,2.38,111,107.4,89,105.0,158,10.19,9,16,2014,-8.2,6.1,-2.1,1452.039724
181,Albany,AE,19-15,-1.04,102.9,217,103.9,148,61.6,314,0.002,181,-5.12,270,101.5,311,106.6,224,0.91,135,16,2014,-4.4,3.4,-1.0,1517.955435
192,Wofford,SC,20-13,-1.94,100.6,252,102.6,125,60.5,337,0.025,125,-5.87,287,103.5,224,109.3,320,7.63,22,15,2014,-6.6,6.2,-0.4,1538.034971
209,Mount St. Mary's,NEC,16-17,-3.96,107.8,127,111.7,292,68.2,39,0.031,110,-4.27,245,102.7,272,107.0,242,3.09,75,16,2014,4.0,-8.4,-4.3,1444.911865
221,Coastal Carolina,BSth,21-13,-4.98,98.2,290,103.2,133,65.6,125,0.04,89,-8.1,332,102.1,297,110.2,342,-4.94,301,16,2014,-2.9,1.1,-1.8,1546.901086
259,Texas Southern,SWAC,19-15,-7.49,106.7,142,114.1,326,65.7,120,-0.004,196,-11.11,349,97.6,350,108.8,300,2.72,85,16,2014,3.9,-7.2,-3.4,1487.079578
1,Kentucky,SEC,38-1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,1,2015,10.3,13.6,23.9,1830.620184
2,Wisconsin,B10,36-4,33.72,129.0,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,1,2015,10.4,11.3,21.7,1777.1074219999996
3,Duke,ACC,35-4,32.48,124.5,3,92.0,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,1,2015,16.4,6.0,22.4,1776.9881280000004
4,Arizona,P12,34-4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,2,2015,10.7,8.9,19.6,1771.123595
5,Villanova,BE,33-3,30.65,122.7,4,92.0,12,64.2,183,0.031,104,7.67,41,108.2,42,100.6,43,0.23,152,1,2015,10.8,8.5,19.3,1772.295059
6,Virginia,ACC,30-4,30.06,115.6,21,85.5,2,58.0,349,0.023,128,8.21,32,108.5,31,100.3,37,0.46,142,2,2015,1.9,17.7,19.6,1775.918221
7,Gonzaga,WCC,35-3,27.78,121.7,5,93.9,16,64.7,154,0.018000000000000002,138,4.37,80,107.3,67,102.9,103,3.0,66,2,2015,11.5,4.9,16.4,1789.694109
8,Utah,P12,26-9,27.24,116.4,17,89.2,6,60.5,328,-0.054000000000000006,301,8.19,33,108.8,26,100.6,44,0.6,138,5,2015,5.0,11.3,16.2,1682.332386
9,Notre Dame,ACC,32-6,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,3,2015,13.0,2.8,15.8,1719.657964
10,North Carolina,ACC,26-12,23.85,119.1,11,95.3,37,69.2,16,-0.026000000000000002,244,12.76,2,111.1,1,98.3,3,7.64,15,4,2015,14.9,2.9,17.8,1671.053724
11,Oklahoma,B12,24-11,22.8,112.5,46,89.7,7,66.7,63,-0.045,285,11.0,5,110.2,8,99.2,9,1.05,123,3,2015,7.4,6.6,13.9,1619.561186
12,Kansas,B12,27-9,22.72,114.5,27,91.8,9,67.0,56,0.07,33,13.17,1,110.6,3,97.4,1,9.57,8,2,2015,8.9,5.5,14.4,1708.677026
13,Wichita St.,MVC,30-5,22.21,115.8,19,93.6,15,62.3,279,0.022000000000000002,131,3.24,91,105.5,103,102.3,90,3.44,58,7,2015,5.1,8.6,13.7,1732.60883
14,Baylor,B12,24-10,22.14,116.6,13,94.5,23,61.5,307,-0.035,268,10.22,13,108.9,22,98.7,6,-0.51,172,3,2015,4.8,8.8,13.6,1675.738357
15,Michigan St.,B10,27-12,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,7,2015,7.6,6.2,13.7,1638.926388
16,Iowa St.,B12,25-9,21.49,119.0,12,97.5,59,69.6,10,0.005,173,10.59,6,109.0,18,98.5,4,-1.18,192,3,2015,12.7,1.1,13.8,1667.954602
17,Louisville,ACC,27-9,21.21,110.2,66,88.9,4,64.6,155,0.027000000000000003,115,9.69,18,109.5,11,99.8,19,-2.36,228,4,2015,5.1,9.8,14.8,1702.744725
18,Northern Iowa,MVC,31-4,20.98,116.3,18,95.3,36,58.2,348,0.018000000000000002,140,1.42,116,104.4,137,103.0,104,0.61,137,5,2015,0.9,10.9,11.8,1750.98894
19,Ohio St.,B10,24-11,20.75,115.6,22,94.8,25,65.2,132,-0.043,280,6.76,55,108.1,45,101.4,64,-7.41,334,10,2015,9.7,6.6,16.3,1647.006253
20,Butler,BE,23-11,20.09,110.2,64,90.1,8,63.2,243,-0.023,233,9.72,17,110.6,4,100.9,48,0.69,133,6,2015,3.5,9.3,12.8,1633.340539
21,Xavier,BE,23-14,19.49,116.6,15,97.1,56,65.0,137,-0.062,317,10.29,10,109.5,12,99.2,10,2.07,94,6,2015,8.4,1.1,9.5,1608.423081
22,Georgetown,BE,22-11,19.13,114.3,29,95.1,33,64.0,192,0.0,183,10.23,12,110.5,5,100.3,33,3.24,63,4,2015,6.0,4.3,10.4,1620.064096
23,Iowa,B10,22-12,19.02,114.2,30,95.1,34,63.7,209,-0.006999999999999999,203,8.58,25,108.9,21,100.4,38,-1.58,205,7,2015,5.6,6.5,12.1,1613.266605
24,Texas,B12,20-14,18.94,112.4,47,93.4,14,62.0,290,-0.079,329,9.52,20,108.3,33,98.8,8,-2.47,234,11,2015,4.0,8.5,12.5,1617.786373
25,West Virginia,B12,25-10,17.64,112.6,43,94.9,29,67.9,28,0.087,15,9.56,19,108.9,24,99.3,13,-2.65,243,5,2015,8.0,3.5,11.5,1655.021641
26,SMU,Amer,27-7,17.51,113.1,37,95.6,40,63.1,250,-0.004,193,2.52,99,105.3,109,102.8,100,0.99,127,6,2015,3.3,6.5,9.8,1680.883484
27,Providence,BE,22-12,16.72,112.6,42,95.9,42,65.2,129,0.038,85,10.26,11,109.7,10,99.4,15,2.18,93,6,2015,5.8,4.6,10.4,1638.565139
28,BYU,WCC,25-10,16.69,119.4,10,102.7,139,70.4,5,-0.055,307,3.96,83,107.0,74,103.0,105,3.78,51,11,2015,14.6,-4.4,10.2,1643.044692
29,Arkansas,SEC,27-9,16.44,114.7,26,98.3,67,69.3,13,0.045,72,6.09,64,107.2,71,101.1,59,-3.44,263,5,2015,10.4,-0.4,10.0,1684.411704
30,VCU,A10,26-10,16.27,111.1,58,94.9,26,66.5,70,0.043,75,6.65,57,107.9,50,101.2,63,8.77,12,7,2015,8.3,3.7,12.0,1689.6017600000002
31,San Diego St.,MWC,27-9,15.95,104.9,162,89.0,5,60.4,333,0.026000000000000002,118,3.63,85,106.1,86,102.5,96,3.5,57,8,2015,-3.3,11.0,7.7,1672.561894
32,North Carolina St.,ACC,22-14,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,8,2015,6.4,4.0,10.4,1614.8756
33,Maryland,B10,28-7,15.68,111.3,56,95.7,41,63.9,199,0.127,2,7.15,48,108.3,37,101.1,57,-3.33,258,4,2015,4.1,6.4,10.5,1709.8600850000007
35,Georgia,SEC,21-12,15.09,109.6,70,94.5,22,64.1,184,0.001,181,8.73,23,108.6,30,99.9,22,1.41,116,10,2015,3.9,4.8,8.6,1605.402032
36,Davidson,A10,24-8,15.0,119.7,9,104.7,176,66.7,62,0.055999999999999994,53,3.16,93,105.3,108,102.2,87,-3.78,274,10,2015,11.2,-0.9,10.3,1647.152388
38,Oklahoma St.,B12,18-14,14.92,111.8,51,96.8,53,63.3,238,-0.045,287,10.42,8,108.2,41,97.8,2,-1.65,208,9,2015,3.6,6.0,9.5,1596.581947
40,UCLA,P12,22-14,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,11,2015,5.8,-1.0,4.8,1594.169433
42,Dayton,A10,27-9,14.24,109.2,75,95.0,30,63.4,229,0.022000000000000002,132,3.39,88,105.4,107,102.0,81,0.07,158,11,2015,2.7,6.7,9.4,1663.326722
43,Cincinnati,Amer,23-11,14.15,108.2,94,94.0,17,59.8,339,-0.016,220,3.39,87,104.9,114,101.5,68,1.69,108,8,2015,-2.3,11.0,8.7,1646.164382
44,Purdue,B10,21-13,13.96,110.9,61,97.0,54,64.3,173,-0.006,201,7.45,44,109.0,17,101.6,75,-2.75,245,9,2015,4.6,5.3,9.9,1580.107373
45,Oregon,P12,26-10,13.88,115.2,23,101.3,114,66.6,68,0.11900000000000001,5,7.28,46,108.4,32,101.1,53,-2.34,227,8,2015,7.1,-3.5,3.6,1640.003615
46,Mississippi,SEC,21-13,13.88,114.5,28,100.6,104,66.2,78,-0.033,259,7.1,49,107.3,68,100.2,31,-1.19,193,11,2015,7.3,0.9,8.3,1597.387512
47,Boise St.,MWC,25-9,13.85,111.9,50,98.1,63,62.8,259,0.009000000000000001,165,0.94,121,104.8,116,103.9,133,-0.31,166,11,2015,4.2,3.9,8.1,1640.354917
48,Indiana,B10,20-14,13.83,119.8,8,106.0,200,66.6,69,-0.044000000000000004,284,6.92,51,107.8,52,100.9,50,-5.96,322,10,2015,11.5,-1.9,9.7,1619.658792
49,LSU,SEC,22-11,13.76,108.9,81,95.1,32,69.3,12,-0.043,283,5.09,74,106.2,83,101.2,60,-4.77,301,9,2015,7.0,0.8,7.8,1633.480986
50,St. John's,BE,21-12,13.7,110.7,62,97.0,55,66.7,61,0.05,65,8.72,24,109.0,20,100.3,36,-1.5,204,9,2015,6.3,2.9,9.2,1618.9379279999996
51,Stephen F. Austin,Slnd,29-5,13.64,113.9,32,100.3,98,65.4,114,0.02,134,-5.56,299,102.2,260,107.7,306,0.63,135,12,2015,6.9,1.9,8.8,1693.296956
58,Buffalo,MAC,23-10,11.87,111.3,57,99.4,87,68.3,23,0.001,182,1.83,110,106.0,90,104.2,149,0.81,130,12,2015,7.1,0.4,7.5,1631.535369
64,Valparaiso,Horz,28-6,11.13,107.4,112,96.3,45,62.3,278,0.053,60,-2.06,191,104.2,153,106.3,242,-3.69,271,13,2015,0.6,5.1,5.7,1686.391091
68,Georgia St.,SB,25-10,10.32,111.6,52,101.3,112,62.4,275,-0.003,192,-1.47,174,102.4,249,103.9,132,3.63,54,14,2015,4.0,3.6,7.7,1620.609717
75,Harvard,Ivy,22-8,9.23,104.8,165,95.6,39,61.1,317,0.091,13,-0.18,145,104.3,146,104.5,158,0.36,145,13,2015,-1.7,7.8,6.1,1631.320103
91,UC Irvine,BW,21-13,7.09,106.3,129,99.2,82,63.4,227,-0.022000000000000002,231,0.9,127,104.7,123,103.8,128,2.29,90,13,2015,1.3,4.0,5.3,1562.660718
96,Wofford,SC,28-7,6.72,105.2,158,98.5,70,60.5,331,0.122,3,-3.98,245,104.0,158,108.0,318,6.79,18,12,2015,-2.7,7.0,4.2,1682.24859
98,New Mexico St.,WAC,23-11,6.63,107.4,111,100.8,106,63.0,254,-0.042,277,-5.37,290,101.1,310,106.5,254,1.78,105,15,2015,0.8,3.7,4.5,1572.589418
109,Wyoming,MWC,25-10,5.67,104.8,164,99.1,80,59.1,343,0.083,21,-1.04,161,103.0,210,104.1,141,-10.31,343,12,2015,-4.8,7.7,2.9,1650.693994
117,Northeastern,CAA,23-12,5.12,108.3,93,103.1,148,63.3,237,0.025,122,-1.29,168,104.5,132,105.7,226,1.8,104,14,2015,1.4,1.2,2.6,1597.539864
131,Albany,AE,24-9,3.29,107.2,116,103.9,162,60.8,323,0.054000000000000006,56,-5.5,297,100.4,325,105.9,229,0.18,154,14,2015,-1.5,3.9,2.4,1583.877952
133,Eastern Washington,BSky,26-9,3.25,112.9,39,109.6,283,68.2,24,0.067,40,-3.75,241,104.2,148,108.0,317,3.94,48,13,2015,9.9,-7.0,2.9,1654.757787
135,UAB,CUSA,20-16,3.06,104.9,163,101.9,126,64.7,151,0.025,119,0.29,136,103.9,163,103.6,121,3.4,61,14,2015,1.9,-1.3,0.5,1515.200143
140,Coastal Carolina,BSth,24-10,2.38,106.7,119,104.3,170,64.1,190,0.006,171,-6.45,319,102.2,261,108.6,337,-1.05,187,16,2015,-0.4,3.0,2.6,1621.2752380000004
142,Belmont,OVC,22-11,2.27,110.2,65,107.9,240,66.9,57,0.065,41,-3.33,225,102.4,250,105.7,222,-1.68,209,15,2015,5.9,-3.9,2.0,1592.760547
152,North Dakota St.,Sum,23-10,1.41,103.8,181,102.4,134,60.8,324,0.105,6,-4.21,257,102.9,221,107.1,275,-5.5,314,15,2015,-4.0,2.9,-1.1,1591.037207
162,Manhattan,MAAC,19-14,0.31,101.9,224,101.6,119,67.7,30,-0.001,186,-3.59,234,102.0,275,105.6,219,-0.4,169,16,2015,1.8,-1.1,0.8,1471.9067300000004
184,Robert Morris,NEC,20-15,-1.39,103.1,197,104.5,172,65.4,118,0.055,54,-4.59,264,102.7,233,107.3,287,2.49,86,16,2015,-0.1,-0.4,-0.5,1512.452676
193,Lafayette,Pat,20-13,-2.14,112.9,38,115.1,338,64.6,160,0.09699999999999999,10,-4.01,246,103.0,215,107.0,272,-0.45,170,16,2015,6.2,-6.4,-0.3,1573.31598
213,Texas Southern,SWAC,22-13,-3.84,104.1,177,107.9,241,63.3,240,0.128,1,-6.74,323,100.0,333,106.8,263,15.16,2,15,2015,-0.4,-2.6,-3.0,1538.93021
251,Hampton,MEAC,17-18,-7.4,96.6,303,104.0,164,69.2,15,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176,16,2015,-1.3,-2.5,-3.8,1452.349089
1,Villanova,BE,35-5,32.01,122.8,3,90.8,5,66.0,274,0.023,114,10.74,13,110.5,19,99.7,9,2.98,83,2,2016,8.9,11.0,19.9,1759.126878
2,North Carolina,ACC,33-7,29.82,124.4,1,94.6,21,70.5,60,-0.055,305,11.45,8,111.7,4,100.2,18,3.13,77,1,2016,13.8,4.8,18.7,1720.5630260000007
3,Kansas,B12,33-5,29.67,120.0,10,90.4,3,69.0,123,0.044000000000000004,75,12.61,3,111.4,8,98.8,4,3.62,66,1,2016,11.8,6.6,18.5,1740.33807
4,Virginia,ACC,29-8,29.64,120.6,8,91.0,7,61.3,348,-0.04,278,12.67,2,112.1,2,99.5,6,4.98,38,1,2016,3.4,15.2,18.6,1704.030434
5,Michigan St.,B10,29-6,27.97,123.4,2,95.5,26,66.5,254,-0.012,210,7.19,57,107.5,73,100.3,22,0.4,157,2,2016,10.5,8.1,18.6,1722.3600649999996
6,Kentucky,SEC,27-9,25.14,121.8,5,96.6,39,67.4,214,-0.046,288,8.37,44,108.6,58,100.3,19,3.19,75,4,2016,9.8,6.4,16.2,1681.249911
8,West Virginia,B12,26-9,24.45,115.3,27,90.9,6,69.5,104,0.003,171,11.24,9,110.9,11,99.6,7,0.72,149,3,2016,8.9,7.7,16.5,1687.747198
9,Purdue,B10,26-9,23.85,116.9,19,93.1,11,67.9,182,-0.046,286,7.43,56,109.1,46,101.7,66,-2.67,239,5,2016,7.7,8.2,15.9,1683.653943
10,Oklahoma,B12,29-8,23.78,117.9,16,94.1,17,69.8,88,0.08199999999999999,29,13.05,1,111.5,6,98.5,3,2.7,87,2,2016,10.1,4.8,14.9,1714.668943
11,Indiana,B10,27-8,23.05,121.7,6,98.7,59,68.2,159,0.0,173,6.4,65,108.8,51,102.4,87,-3.12,258,5,2016,11.5,4.3,15.8,1664.078434
12,Oregon,P12,31-7,22.68,119.1,13,96.4,37,68.1,167,0.040999999999999995,81,9.06,33,109.0,47,100.0,13,1.04,139,1,2016,8.3,4.7,13.0,1715.401841
13,Wichita St.,MVC,26-9,22.53,111.3,67,88.7,1,66.0,276,-0.079,333,3.61,88,104.8,154,101.2,51,6.45,24,11,2016,3.3,11.1,14.4,1630.6004369999996
14,Xavier,BE,28-6,22.52,117.1,18,94.6,22,71.9,32,0.047,68,8.16,45,108.2,64,100.0,16,1.73,116,2,2016,10.1,4.0,14.1,1729.099747
15,Miami FL,ACC,27-8,22.44,119.4,11,96.9,42,65.9,284,0.077,33,11.67,6,111.6,5,99.9,11,2.63,90,3,2016,6.7,6.8,13.5,1698.486055
17,Duke,ACC,25-11,21.87,121.9,4,100.0,86,67.7,194,-0.026000000000000002,248,11.23,10,112.0,3,100.7,35,3.52,69,4,2016,12.1,3.5,15.6,1671.68821
18,Texas A&M,SEC,28-9,21.26,113.8,37,92.5,9,67.1,230,0.006,162,8.48,42,109.6,36,101.1,50,3.15,76,3,2016,5.5,7.5,13.0,1687.5965219999996
19,Arizona,P12,25-9,20.97,116.8,20,95.8,29,68.3,154,-0.038,272,6.66,63,107.9,67,101.3,54,-3.66,269,6,2016,9.6,5.2,14.8,1660.048334
20,Iowa St.,B12,23-12,20.95,121.2,7,100.3,91,71.2,49,-0.062,318,12.05,5,110.2,28,98.1,1,2.54,92,4,2016,12.3,0.5,12.8,1656.006033
21,Gonzaga,WCC,28-8,20.82,116.3,22,95.5,27,67.3,218,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25,11,2016,6.4,6.1,12.5,1667.801415
22,Maryland,B10,27-9,20.25,116.2,24,95.9,32,67.4,213,0.016,129,8.6,39,109.2,45,100.6,30,-1.86,218,5,2016,6.3,7.0,13.3,1701.2973
23,Iowa,B10,22-11,20.24,116.1,25,95.9,30,68.8,131,-0.071,327,9.12,30,110.2,26,101.1,49,1.28,132,7,2016,7.4,5.5,12.9,1645.205024
24,Baylor,B12,22-12,19.06,118.9,14,99.8,84,66.6,252,-0.012,211,11.21,11,109.7,34,98.4,2,-3.12,257,5,2016,7.5,4.3,11.8,1644.319357
25,Vanderbilt,SEC,19-14,18.76,113.6,40,94.9,23,67.8,184,-0.106,346,8.6,40,109.2,44,100.6,31,3.68,65,11,2016,6.0,7.6,13.6,1582.124012
26,Connecticut,Amer,25-11,18.71,111.9,59,93.2,12,65.9,277,-0.036000000000000004,270,6.17,71,107.6,72,101.4,56,-0.91,187,9,2016,4.4,9.1,13.5,1629.231679
27,Syracuse,ACC,23-14,18.57,112.7,50,94.1,18,65.0,314,-0.027000000000000003,249,10.21,18,110.9,12,100.7,33,-0.82,180,10,2016,1.5,9.5,11.0,1612.645235
28,California,P12,23-11,18.32,112.5,53,94.2,19,68.1,162,-0.053,300,7.65,52,109.4,40,101.8,70,-2.58,234,4,2016,5.1,6.7,11.8,1633.815926
29,Seton Hall,BE,25-9,18.27,111.1,72,92.9,10,69.7,92,0.016,132,8.55,41,108.5,61,100.0,14,-2.92,247,6,2016,4.7,6.2,11.0,1645.926514
30,Butler,BE,22-11,17.27,118.0,15,100.7,97,67.9,178,-0.009000000000000001,201,8.1,47,108.5,62,100.4,25,-4.1,282,9,2016,8.6,3.5,12.1,1621.894036
31,VCU,A10,25-11,17.07,112.1,58,95.0,24,69.6,96,-0.07,326,3.82,87,107.3,76,103.5,111,0.95,142,10,2016,5.6,5.0,10.6,1628.66351
32,Cincinnati,Amer,22-11,17.06,111.2,70,94.1,16,64.0,333,-0.067,322,5.2,77,107.3,79,102.1,75,-1.21,197,9,2016,3.3,9.6,13.0,1624.716911
33,Utah,P12,27-9,16.79,115.6,26,98.8,60,65.3,305,0.11199999999999999,9,9.79,21,109.8,33,100.0,12,1.9,114,3,2016,6.3,3.9,10.1,1682.5974850000002
36,Notre Dame,ACC,24-12,16.6,120.6,9,104.0,158,64.6,324,0.054000000000000006,54,10.75,12,111.3,9,100.5,29,-1.64,210,6,2016,6.6,4.4,11.0,1631.590901
37,Pittsburgh,ACC,21-12,16.6,114.9,28,98.3,53,65.3,303,-0.011000000000000001,206,9.06,34,110.8,14,101.7,68,-7.02,324,10,2016,5.2,7.1,12.3,1640.9345119999996
38,Wisconsin,B10,22-13,16.55,110.1,89,93.6,13,63.3,344,-0.022000000000000002,235,9.57,25,110.3,24,100.7,36,1.24,134,7,2016,-0.6,10.3,9.8,1588.1044949999996
39,Texas,B12,20-13,16.19,113.0,49,96.8,40,65.3,306,0.022000000000000002,118,12.54,4,111.5,7,99.0,5,5.55,31,6,2016,2.7,7.0,9.6,1591.178822
41,Stephen F. Austin,Slnd,28-6,15.62,112.2,57,96.6,38,67.3,217,0.006999999999999999,159,-5.88,286,102.7,251,108.6,321,4.79,42,14,2016,3.1,6.5,9.5,1654.320155
43,Saint Joseph's,A10,28-8,15.37,114.3,32,98.9,63,70.2,78,0.03,95,4.66,80,107.0,85,102.3,82,1.97,109,8,2016,6.5,2.2,8.7,1693.903729
44,Providence,BE,24-11,14.49,110.0,92,95.5,28,68.4,150,0.062,42,8.93,36,109.5,39,100.6,32,-3.13,259,9,2016,3.8,3.6,7.4,1658.34972
47,Yale,Ivy,23-7,14.33,110.4,88,96.0,34,66.0,275,0.026000000000000002,105,-0.85,169,105.5,122,106.4,209,-1.0,193,12,2016,2.4,8.1,10.5,1638.000435
49,USC,P12,21-13,14.25,113.9,35,99.7,80,71.0,54,-0.027999999999999997,251,7.61,53,108.7,57,101.1,46,-1.65,211,8,2016,7.7,-0.4,7.3,1625.385465
50,Michigan,B10,23-13,14.15,114.6,30,100.5,92,65.8,289,0.013000000000000001,146,8.96,35,110.1,29,101.1,48,-2.15,226,11,2016,4.1,6.3,10.4,1620.220792
